trip_id,vehicle_id,started_at,completed_at,pickup_zone,dropoff_zone,distance_miles,duration_seconds,delivery_status,fare_amount
T000463,V006,2026-09-03T00:57:00+00:00,2026-09-03T01:38:20+00:00,east,central,17.74,2480,cancelled,46.97
T000464,V011,2026-09-11T03:33:00+00:00,2026-09-11T04:21:37+00:00,central,west,3.25,2917,completed,24.2
T000465,V036,2026-09-05T15:45:00+00:00,2026-09-05T16:16:56+00:00,central,east,12.06,1916,cancelled,18.49
T000466,V037,2026-09-02T11:06:00+00:00,2026-09-02T11:36:49+00:00,central,west,3.19,1849,cancelled,4.23
T000467,V039,2026-09-03T07:51:00+00:00,2026-09-03T08:15:06+00:00,west,south,2.2,1446,completed,14.42
T000468,V031,2026-09-07T23:22:00+00:00,2026-09-07T23:31:35+00:00,north,east,14.24,575,cancelled,33.83
T000469,V035,2026-09-07T08:43:00+00:00,2026-09-07T08:53:13+00:00,west,south,6.99,613,cancelled,26.53
T000470,V017,2026-09-11T11:27:00+00:00,2026-09-11T11:34:02+00:00,west,west,5.11,422,cancelled,38.42
T000471,V007,2026-09-04T18:32:00+00:00,2026-09-04T19:27:21+00:00,north,east,14.64,3321,cancelled,63.21
T000472,V036,2026-09-14T18:04:00+00:00,2026-09-14T18:23:31+00:00,north,west,14.82,1171,cancelled,62.9
T000473,V016,2026-09-12T03:19:00+00:00,2026-09-12T04:02:05+00:00,west,east,1.88,2585,in_progress,6.12
T000474,V037,2026-09-14T07:57:00+00:00,2026-09-14T08:36:16+00:00,central,south,2.6,2356,cancelled,14.55
T000475,V013,2026-09-05T03:17:00+00:00,2026-09-05T03:35:27+00:00,south,north,7.91,1107,in_progress,30.56
T000476,V017,2026-09-04T16:45:00+00:00,2026-09-04T17:29:37+00:00,east,north,2.02,2677,in_progress,28.24
T000477,V034,2026-09-08T18:06:00+00:00,2026-09-08T18:28:51+00:00,west,north,14.26,1371,in_progress,39.84
T000478,V027,2026-09-10T21:09:00+00:00,2026-09-10T21:20:40+00:00,south,south,10.42,700,in_progress,50.26
T000479,V037,2026-09-03T14:43:00+00:00,2026-09-03T14:54:12+00:00,north,east,15.68,672,cancelled,57.55
T000480,V032,2026-09-07T08:15:00+00:00,2026-09-07T08:45:08+00:00,central,central,8.78,1808,completed,20.8
T000481,V039,2026-09-04T14:33:00+00:00,2026-09-04T15:19:12+00:00,west,north,7.43,2772,cancelled,46.12
T000482,V031,2026-09-02T10:55:00+00:00,2026-09-02T11:49:54+00:00,east,east,0.85,3294,cancelled,22.97
T000483,V007,2026-09-12T12:29:00+00:00,2026-09-12T13:20:31+00:00,south,south,5.76,3091,in_progress,31.03
T000484,V027,2026-09-08T15:14:00+00:00,2026-09-08T15:36:23+00:00,central,north,3.79,1343,completed,59.72
T000485,V032,2026-09-10T14:22:00+00:00,2026-09-10T15:16:34+00:00,central,east,14.87,3274,in_progress,52.28
T000486,V033,2026-09-02T19:50:00+00:00,2026-09-02T20:15:14+00:00,west,south,14.16,1514,in_progress,57.64
T000487,V013,2026-09-01T23:48:00+00:00,2026-09-02T00:03:51+00:00,south,north,4.87,951,cancelled,7.08
T000488,V013,2026-09-09T12:48:00+00:00,2026-09-09T13:40:06+00:00,east,east,14.91,3126,in_progress,28.21
T000489,V002,2026-09-04T03:39:00+00:00,2026-09-04T04:29:30+00:00,south,east,9.05,3030,cancelled,14.83
T000490,V036,2026-09-12T03:11:00+00:00,2026-09-12T03:55:03+00:00,east,east,3.36,2643,cancelled,49.69
T000491,V002,2026-09-03T09:21:00+00:00,2026-09-03T09:44:27+00:00,west,north,3.35,1407,in_progress,51.57
T000492,V015,2026-09-06T05:02:00+00:00,2026-09-06T05:21:06+00:00,south,east,11.9,1146,in_progress,5.22
T000493,V009,2026-09-01T12:51:00+00:00,2026-09-01T13:27:21+00:00,south,central,14.52,2181,completed,19.4
T000494,V018,2026-09-08T06:49:00+00:00,2026-09-08T07:41:39+00:00,west,west,15.4,3159,cancelled,19.37
T000495,V034,2026-09-11T22:52:00+00:00,2026-09-11T23:16:37+00:00,central,west,10.73,1477,completed,35.2
T000496,V039,2026-09-09T20:22:00+00:00,2026-09-09T21:04:19+00:00,central,east,5.72,2539,completed,33.39
T000497,V021,2026-09-08T23:39:00+00:00,2026-09-09T00:01:52+00:00,east,east,11.98,1372,in_progress,22.23
T000498,V016,2026-09-04T17:52:00+00:00,2026-09-04T18:31:18+00:00,north,central,7.57,2358,cancelled,45.53
T000499,V032,2026-09-01T21:54:00+00:00,2026-09-01T22:42:44+00:00,east,east,16.37,2924,cancelled,27.68
T000500,V037,2026-09-02T03:17:00+00:00,2026-09-02T04:00:48+00:00,south,east,13.21,2628,completed,45.87
T000501,V023,2026-09-12T03:48:00+00:00,2026-09-12T04:37:51+00:00,central,east,15.29,2991,in_progress,57.47
T000502,V007,2026-09-05T10:55:00+00:00,2026-09-05T11:19:03+00:00,west,south,13.47,1443,in_progress,53.31
T000503,V022,2026-09-05T11:58:00+00:00,2026-09-05T12:48:24+00:00,north,south,6.72,3024,in_progress,57.16
T000504,V022,2026-09-10T21:38:00+00:00,2026-09-10T22:35:48+00:00,east,east,10.75,3468,cancelled,55.92
T000505,V038,2026-09-12T00:58:00+00:00,2026-09-12T01:05:39+00:00,central,central,1.75,459,completed,34.53
T000506,V020,2026-09-10T00:26:00+00:00,2026-09-10T01:06:10+00:00,west,north,15.74,2410,completed,12.38
T000507,V027,2026-09-05T21:23:00+00:00,2026-09-05T21:50:23+00:00,central,west,3.01,1643,in_progress,15.0
T000508,V022,2026-09-03T04:08:00+00:00,2026-09-03T04:45:17+00:00,south,east,11.6,2237,completed,31.58
T000509,V011,2026-09-06T02:21:00+00:00,2026-09-06T03:16:57+00:00,central,south,9.07,3357,completed,11.89
T000510,V028,2026-09-11T04:51:00+00:00,2026-09-11T05:38:14+00:00,west,west,17.39,2834,cancelled,4.28
T000511,V024,2026-09-13T11:30:00+00:00,2026-09-13T11:47:36+00:00,north,east,13.74,1056,in_progress,15.63
T000512,V016,2026-09-01T10:15:00+00:00,2026-09-01T11:01:46+00:00,south,east,5.96,2806,completed,27.4
T000513,V011,2026-09-14T17:29:00+00:00,2026-09-14T17:53:53+00:00,north,north,5.72,1493,cancelled,31.81
T000514,V034,2026-09-13T04:08:00+00:00,2026-09-13T04:52:42+00:00,east,west,16.04,2682,completed,24.91
T000515,V013,2026-09-12T11:42:00+00:00,2026-09-12T12:10:31+00:00,south,west,0.83,1711,completed,48.36
T000516,V002,2026-09-04T07:39:00+00:00,2026-09-04T07:57:25+00:00,central,central,3.46,1105,cancelled,47.38
T000517,V017,2026-09-02T04:24:00+00:00,2026-09-02T04:53:36+00:00,central,central,1.35,1776,completed,44.38
T000518,V008,2026-09-01T18:46:00+00:00,2026-09-01T18:53:17+00:00,west,west,7.15,437,in_progress,19.42
T000519,V001,2026-09-04T19:37:00+00:00,2026-09-04T19:55:01+00:00,east,west,12.08,1081,in_progress,35.74
T000520,V009,2026-09-15T02:45:00+00:00,2026-09-15T03:36:50+00:00,west,north,9.45,3110,in_progress,11.18
T000521,V007,2026-09-03T22:15:00+00:00,2026-09-03T23:12:34+00:00,west,south,11.16,3454,cancelled,54.72
T000522,V027,2026-09-05T22:08:00+00:00,2026-09-05T22:36:26+00:00,east,south,1.19,1706,cancelled,59.53
T000523,V016,2026-09-12T06:30:00+00:00,2026-09-12T06:56:34+00:00,north,north,12.25,1594,completed,54.95
T000524,V006,2026-09-12T13:50:00+00:00,2026-09-12T14:04:10+00:00,central,north,13.16,850,completed,59.19
T000525,V019,2026-09-06T14:14:00+00:00,2026-09-06T14:49:10+00:00,east,west,1.38,2110,completed,57.32
T000526,V021,2026-09-07T22:41:00+00:00,2026-09-07T23:09:35+00:00,west,north,2.16,1715,completed,4.59
T000527,V011,2026-09-04T11:34:00+00:00,2026-09-04T12:23:17+00:00,east,east,16.15,2957,in_progress,20.37
T000528,V022,2026-09-03T10:45:00+00:00,2026-09-03T11:14:26+00:00,south,north,7.51,1766,cancelled,20.58
T000529,V031,2026-09-10T02:39:00+00:00,2026-09-10T03:30:05+00:00,west,south,2.48,3065,in_progress,48.31
T000530,V027,2026-09-04T23:03:00+00:00,2026-09-04T23:14:04+00:00,central,west,14.54,664,in_progress,30.73
T000531,V023,2026-09-15T05:51:00+00:00,2026-09-15T06:20:55+00:00,central,north,15.6,1795,in_progress,63.38
T000532,V032,2026-09-04T07:21:00+00:00,2026-09-04T07:57:58+00:00,north,west,8.21,2218,completed,19.96
T000533,V034,2026-09-08T11:36:00+00:00,2026-09-08T11:40:50+00:00,central,central,4.42,290,in_progress,57.26
T000534,V040,2026-09-13T03:29:00+00:00,2026-09-13T04:08:42+00:00,north,west,12.08,2382,completed,33.4
T000535,V036,2026-09-10T02:11:00+00:00,2026-09-10T02:25:08+00:00,central,north,0.7,848,completed,34.84
T000536,V011,2026-09-12T00:17:00+00:00,2026-09-12T00:54:50+00:00,north,west,6.11,2270,cancelled,63.18
T000537,V015,2026-09-02T11:29:00+00:00,2026-09-02T12:07:36+00:00,central,west,7.56,2316,completed,8.81
T000538,V037,2026-09-11T10:35:00+00:00,2026-09-11T11:33:41+00:00,west,north,15.49,3521,cancelled,23.28
T000539,V002,2026-09-12T15:37:00+00:00,2026-09-12T16:31:52+00:00,north,west,7.72,3292,in_progress,37.5
T000540,V039,2026-09-03T09:38:00+00:00,2026-09-03T10:36:03+00:00,central,east,16.08,3483,in_progress,16.62
T000541,V024,2026-09-11T17:09:00+00:00,2026-09-11T17:36:16+00:00,north,south,15.28,1636,cancelled,38.17
T000542,V024,2026-09-14T23:39:00+00:00,2026-09-15T00:15:17+00:00,west,north,2.21,2177,in_progress,17.53
T000543,V019,2026-09-09T02:25:00+00:00,2026-09-09T02:53:14+00:00,central,central,7.04,1694,completed,6.79
T000544,V009,2026-09-05T01:39:00+00:00,2026-09-05T02:16:36+00:00,west,north,4.95,2256,completed,15.44
T000545,V030,2026-09-10T06:34:00+00:00,2026-09-10T06:52:43+00:00,south,east,2.39,1123,cancelled,6.84
T000546,V029,2026-09-14T17:34:00+00:00,2026-09-14T17:46:24+00:00,west,central,17.23,744,completed,62.8
T000547,V004,2026-09-01T10:22:00+00:00,2026-09-01T11:02:12+00:00,central,west,15.18,2412,cancelled,60.39
T000548,V038,2026-09-05T08:46:00+00:00,2026-09-05T09:37:13+00:00,south,south,2.31,3073,in_progress,40.63
T000549,V025,2026-09-08T15:46:00+00:00,2026-09-08T16:24:24+00:00,west,central,16.53,2304,completed,20.69
T000550,V029,2026-09-09T03:14:00+00:00,2026-09-09T03:38:04+00:00,south,south,7.72,1444,in_progress,58.07
T000551,V036,2026-09-12T23:46:00+00:00,2026-09-13T00:10:24+00:00,east,central,11.57,1464,completed,16.79
T000552,V023,2026-09-07T22:41:00+00:00,2026-09-07T23:31:52+00:00,south,south,9.32,3052,in_progress,42.85
T000553,V023,2026-09-03T23:01:00+00:00,2026-09-03T23:56:56+00:00,central,west,10.7,3356,in_progress,47.32
T000554,V028,2026-09-13T11:34:00+00:00,2026-09-13T11:57:31+00:00,north,central,2.36,1411,cancelled,12.86
T000555,V018,2026-09-02T14:54:00+00:00,2026-09-02T15:11:38+00:00,south,east,12.46,1058,completed,55.2
T000556,V035,2026-09-08T01:11:00+00:00,2026-09-08T01:28:55+00:00,north,east,14.75,1075,completed,41.58
T000557,V036,2026-09-14T02:51:00+00:00,2026-09-14T03:10:18+00:00,west,south,9.44,1158,in_progress,21.55
T000558,V025,2026-09-02T09:39:00+00:00,2026-09-02T10:09:02+00:00,west,east,17.4,1802,completed,4.79
T000559,V040,2026-09-07T01:15:00+00:00,2026-09-07T01:32:51+00:00,west,south,16.45,1071,in_progress,47.28
T000560,V038,2026-09-09T16:50:00+00:00,2026-09-09T17:45:32+00:00,central,central,3.94,3332,in_progress,62.82
T000561,V012,2026-09-08T00:39:00+00:00,2026-09-08T01:13:38+00:00,north,south,17.34,2078,in_progress,35.34
T000562,V028,2026-09-09T22:00:00+00:00,2026-09-09T22:06:46+00:00,east,central,5.12,406,completed,39.62
T000563,V022,2026-09-07T03:16:00+00:00,2026-09-07T03:20:23+00:00,west,south,1.2,263,cancelled,40.41
T000564,V037,2026-09-08T04:28:00+00:00,2026-09-08T05:05:29+00:00,central,east,1.78,2249,in_progress,23.39
T000565,V034,2026-09-06T08:07:00+00:00,2026-09-06T08:23:33+00:00,north,central,3.29,993,in_progress,36.76
T000566,V015,2026-09-03T10:12:00+00:00,2026-09-03T10:39:51+00:00,south,east,6.29,1671,cancelled,17.33
T000567,V036,2026-09-13T09:43:00+00:00,2026-09-13T10:19:25+00:00,north,north,12.21,2185,cancelled,18.66
T000568,V016,2026-09-15T07:09:00+00:00,2026-09-15T07:55:24+00:00,north,east,7.17,2784,completed,27.54
T000569,V019,2026-09-13T15:02:00+00:00,2026-09-13T15:55:25+00:00,north,central,14.89,3205,cancelled,35.37
T000570,V032,2026-09-12T21:50:00+00:00,2026-09-12T22:24:25+00:00,north,east,16.22,2065,completed,23.54
T000571,V011,2026-09-03T04:58:00+00:00,2026-09-03T05:08:33+00:00,central,central,0.63,633,completed,16.86
T000572,V028,2026-09-06T04:25:00+00:00,2026-09-06T05:15:47+00:00,north,south,9.91,3047,in_progress,57.6
T000573,V005,2026-09-11T05:41:00+00:00,2026-09-11T06:29:08+00:00,south,north,8.54,2888,cancelled,6.31
T000574,V012,2026-09-03T00:00:00+00:00,2026-09-03T00:07:42+00:00,east,central,1.73,462,completed,59.57
T000575,V029,2026-09-10T14:37:00+00:00,2026-09-10T15:07:29+00:00,west,west,6.04,1829,cancelled,45.07
T000576,V040,2026-09-13T12:05:00+00:00,2026-09-13T12:09:24+00:00,north,central,1.3,264,completed,25.82
T000577,V019,2026-09-12T18:36:00+00:00,2026-09-12T18:47:14+00:00,east,central,2.01,674,cancelled,27.27
T000578,V011,2026-09-02T00:49:00+00:00,2026-09-02T01:25:21+00:00,central,south,2.89,2181,cancelled,52.6
T000579,V010,2026-09-13T18:02:00+00:00,2026-09-13T18:26:08+00:00,east,east,17.25,1448,completed,37.76
T000580,V008,2026-09-13T23:08:00+00:00,2026-09-13T23:21:39+00:00,north,north,10.52,819,cancelled,36.77
T000581,V014,2026-09-03T06:29:00+00:00,2026-09-03T06:53:48+00:00,east,south,7.72,1488,in_progress,55.94
T000582,V012,2026-09-04T13:47:00+00:00,2026-09-04T14:01:59+00:00,south,central,15.11,899,completed,10.99
T000583,V036,2026-09-14T05:49:00+00:00,2026-09-14T05:56:42+00:00,west,central,1.78,462,in_progress,8.11
T000584,V038,2026-09-03T13:37:00+00:00,2026-09-03T13:54:28+00:00,west,east,6.75,1048,in_progress,43.98
T000585,V040,2026-09-03T14:38:00+00:00,2026-09-03T15:01:27+00:00,north,south,6.06,1407,cancelled,24.03
T000586,V038,2026-09-08T06:56:00+00:00,2026-09-08T07:47:20+00:00,south,central,10.42,3080,cancelled,62.48
T000587,V021,2026-09-05T04:05:00+00:00,2026-09-05T04:09:19+00:00,south,south,12.96,259,in_progress,30.6
T000588,V022,2026-09-09T12:19:00+00:00,2026-09-09T12:32:10+00:00,west,west,8.29,790,cancelled,33.71
T000589,V039,2026-09-03T19:26:00+00:00,2026-09-03T19:41:59+00:00,north,east,15.53,959,completed,58.37
T000590,V005,2026-09-05T19:16:00+00:00,2026-09-05T19:37:58+00:00,north,north,15.37,1318,in_progress,5.9
T000591,V026,2026-09-14T13:47:00+00:00,2026-09-14T14:30:31+00:00,central,south,16.36,2611,in_progress,19.9
T000592,V010,2026-09-13T14:44:00+00:00,2026-09-13T15:20:13+00:00,east,west,4.41,2173,in_progress,48.73
T000593,V030,2026-09-07T22:55:00+00:00,2026-09-07T23:08:08+00:00,central,central,2.08,788,cancelled,34.63
T000594,V040,2026-09-06T18:27:00+00:00,2026-09-06T19:26:03+00:00,south,central,2.96,3543,completed,14.93
T000595,V010,2026-09-14T05:00:00+00:00,2026-09-14T05:49:00+00:00,west,east,1.21,2940,cancelled,18.14
T000596,V015,2026-09-07T08:22:00+00:00,2026-09-07T08:51:13+00:00,north,south,9.56,1753,cancelled,27.67
T000597,V003,2026-09-11T16:17:00+00:00,2026-09-11T16:24:10+00:00,east,north,12.82,430,in_progress,42.65
T000598,V017,2026-09-07T13:21:00+00:00,2026-09-07T14:15:38+00:00,central,central,10.48,3278,cancelled,43.87
T000599,V005,2026-09-09T15:30:00+00:00,2026-09-09T16:14:07+00:00,central,east,7.09,2647,completed,35.5
T000600,V023,2026-09-09T08:43:00+00:00,2026-09-09T09:42:47+00:00,west,west,16.03,3587,completed,34.61
T000601,V011,2026-09-04T11:53:00+00:00,2026-09-04T12:27:01+00:00,south,north,9.5,2041,cancelled,16.9
T000602,V024,2026-09-05T14:04:00+00:00,2026-09-05T14:18:44+00:00,central,north,12.07,884,cancelled,53.48
T000603,V031,2026-09-03T21:53:00+00:00,2026-09-03T22:29:52+00:00,west,south,10.84,2212,in_progress,54.84
T000604,V003,2026-09-01T20:15:00+00:00,2026-09-01T20:35:38+00:00,south,central,10.87,1238,completed,42.4
T000605,V010,2026-09-02T05:24:00+00:00,2026-09-02T06:07:04+00:00,north,south,5.02,2584,completed,35.52
T000606,V037,2026-09-10T13:25:00+00:00,2026-09-10T14:09:54+00:00,north,east,17.08,2694,completed,31.4
T000607,V011,2026-09-12T01:27:00+00:00,2026-09-12T02:03:52+00:00,south,west,11.01,2212,in_progress,54.05
T000608,V033,2026-09-05T11:19:00+00:00,2026-09-05T12:05:32+00:00,east,south,13.17,2792,cancelled,60.26
T000609,V005,2026-09-14T21:47:00+00:00,2026-09-14T22:31:19+00:00,south,west,7.25,2659,completed,5.01
T000610,V027,2026-09-13T05:28:00+00:00,2026-09-13T06:06:25+00:00,south,central,2.19,2305,cancelled,59.0
T000611,V035,2026-09-14T23:34:00+00:00,2026-09-14T23:40:39+00:00,central,north,2.13,399,in_progress,11.95
T000612,V001,2026-09-15T01:34:00+00:00,2026-09-15T02:14:48+00:00,west,central,7.86,2448,completed,46.56
T000613,V031,2026-09-11T02:16:00+00:00,2026-09-11T02:35:39+00:00,west,east,10.81,1179,in_progress,59.38
T000614,V028,2026-09-14T10:38:00+00:00,2026-09-14T10:48:40+00:00,south,east,8.85,640,completed,59.52
T000615,V039,2026-09-03T05:46:00+00:00,2026-09-03T06:09:20+00:00,central,west,5.01,1400,completed,47.26
T000616,V034,2026-09-01T11:53:00+00:00,2026-09-01T12:36:27+00:00,north,central,0.63,2607,in_progress,16.53
T000617,V024,2026-09-08T12:31:00+00:00,2026-09-08T13:02:54+00:00,north,south,7.96,1914,in_progress,19.47
T000618,V037,2026-09-13T12:47:00+00:00,2026-09-13T13:19:54+00:00,east,central,5.32,1974,in_progress,28.24
T000619,V036,2026-09-05T23:14:00+00:00,2026-09-05T23:46:12+00:00,central,west,3.63,1932,in_progress,37.85
T000620,V037,2026-09-07T02:35:00+00:00,2026-09-07T02:59:56+00:00,east,west,13.38,1496,in_progress,11.26
T000621,V011,2026-09-06T13:29:00+00:00,2026-09-06T14:03:29+00:00,north,south,9.4,2069,cancelled,52.85
T000622,V004,2026-09-15T07:20:00+00:00,2026-09-15T08:11:35+00:00,south,west,17.38,3095,completed,53.07
T000623,V039,2026-09-04T15:22:00+00:00,2026-09-04T15:58:11+00:00,west,north,1.62,2171,completed,26.62
T000624,V025,2026-09-15T04:36:00+00:00,2026-09-15T04:42:34+00:00,west,central,11.98,394,cancelled,47.41
T000625,V012,2026-09-14T22:17:00+00:00,2026-09-14T22:24:55+00:00,west,west,0.69,475,in_progress,60.78
T000626,V013,2026-09-13T02:58:00+00:00,2026-09-13T03:21:31+00:00,north,central,9.43,1411,in_progress,18.13
T000627,V003,2026-09-05T04:33:00+00:00,2026-09-05T05:23:00+00:00,east,south,11.96,3000,completed,9.3
T000628,V026,2026-09-07T14:41:00+00:00,2026-09-07T15:38:13+00:00,east,west,7.6,3433,completed,35.58
T000629,V036,2026-09-02T21:28:00+00:00,2026-09-02T21:38:09+00:00,east,central,16.51,609,cancelled,25.2
T000630,V039,2026-09-07T15:00:00+00:00,2026-09-07T15:19:26+00:00,south,west,16.77,1166,in_progress,4.28
T000631,V033,2026-09-05T07:35:00+00:00,2026-09-05T08:06:47+00:00,north,central,1.77,1907,cancelled,24.74
T000632,V033,2026-09-03T23:54:00+00:00,2026-09-04T00:52:48+00:00,east,central,14.73,3528,in_progress,19.26
T000633,V037,2026-09-11T09:48:00+00:00,2026-09-11T10:17:44+00:00,west,south,13.76,1784,cancelled,45.58
T000634,V031,2026-09-14T16:29:00+00:00,2026-09-14T16:34:52+00:00,north,east,1.68,352,in_progress,52.11
T000635,V015,2026-09-06T08:21:00+00:00,2026-09-06T09:11:12+00:00,east,west,17.22,3012,in_progress,36.67
T000636,V019,2026-09-07T07:49:00+00:00,2026-09-07T08:09:56+00:00,north,west,12.29,1256,cancelled,8.64
T000637,V021,2026-09-05T09:28:00+00:00,2026-09-05T10:04:31+00:00,east,south,16.15,2191,cancelled,15.15
T000638,V013,2026-09-05T15:51:00+00:00,2026-09-05T16:29:03+00:00,south,south,15.77,2283,completed,17.98
T000639,V023,2026-09-07T00:22:00+00:00,2026-09-07T01:08:13+00:00,south,north,2.6,2773,completed,45.22
T000640,V001,2026-09-12T13:03:00+00:00,2026-09-12T13:48:54+00:00,central,north,15.34,2754,cancelled,41.86
T000641,V018,2026-09-12T12:53:00+00:00,2026-09-12T13:36:13+00:00,west,south,17.73,2593,in_progress,21.1
T000642,V037,2026-09-06T09:17:00+00:00,2026-09-06T10:12:12+00:00,south,north,9.7,3312,cancelled,33.18
T000643,V033,2026-09-13T15:19:00+00:00,2026-09-13T15:25:13+00:00,east,west,15.56,373,completed,31.89
T000644,V034,2026-09-04T01:44:00+00:00,2026-09-04T02:35:40+00:00,west,east,12.56,3100,completed,45.12
T000645,V007,2026-09-09T23:13:00+00:00,2026-09-09T23:56:39+00:00,east,east,11.22,2619,cancelled,15.42
T000646,V018,2026-09-07T07:33:00+00:00,2026-09-07T07:53:11+00:00,west,central,6.5,1211,completed,34.42
T000647,V024,2026-09-06T02:58:00+00:00,2026-09-06T03:30:36+00:00,east,west,5.39,1956,completed,38.86
T000648,V015,2026-09-14T10:30:00+00:00,2026-09-14T11:20:49+00:00,north,east,14.57,3049,in_progress,30.37
T000649,V010,2026-09-10T00:00:00+00:00,2026-09-10T00:17:23+00:00,south,west,14.6,1043,completed,29.71
T000650,V034,2026-09-04T09:26:00+00:00,2026-09-04T10:13:03+00:00,central,east,14.24,2823,cancelled,19.31
T000651,V026,2026-09-14T06:06:00+00:00,2026-09-14T06:13:15+00:00,north,south,1.55,435,cancelled,33.07
T000652,V022,2026-09-03T12:35:00+00:00,2026-09-03T13:09:42+00:00,east,east,6.81,2082,in_progress,60.84
T000653,V002,2026-09-07T04:44:00+00:00,2026-09-07T05:11:29+00:00,west,north,6.64,1649,in_progress,62.75
T000654,V037,2026-09-05T20:39:00+00:00,2026-09-05T21:22:22+00:00,central,south,17.64,2602,cancelled,25.66
T000655,V029,2026-09-12T22:46:00+00:00,2026-09-12T23:23:16+00:00,north,west,11.24,2236,cancelled,42.53
T000656,V022,2026-09-04T15:06:00+00:00,2026-09-04T15:21:26+00:00,west,central,10.5,926,completed,8.83
T000657,V021,2026-09-09T03:39:00+00:00,2026-09-09T03:58:34+00:00,east,east,12.93,1174,in_progress,43.32
T000658,V024,2026-09-07T12:08:00+00:00,2026-09-07T12:42:22+00:00,central,central,17.4,2062,cancelled,14.21
T000659,V016,2026-09-01T20:36:00+00:00,2026-09-01T20:48:32+00:00,east,north,4.19,752,cancelled,10.28
T000660,V036,2026-09-02T18:50:00+00:00,2026-09-02T19:26:18+00:00,north,north,13.99,2178,in_progress,50.66
T000661,V017,2026-09-03T05:27:00+00:00,2026-09-03T05:38:05+00:00,central,south,1.98,665,cancelled,22.87
T000662,V019,2026-09-06T23:06:00+00:00,2026-09-07T00:00:21+00:00,west,south,2.8,3261,completed,5.74
T000663,V031,2026-09-09T10:52:00+00:00,2026-09-09T11:18:12+00:00,west,central,16.86,1572,in_progress,31.14
T000664,V038,2026-09-13T14:31:00+00:00,2026-09-13T14:47:05+00:00,central,west,11.54,965,in_progress,57.51
T000665,V035,2026-09-11T05:33:00+00:00,2026-09-11T06:12:44+00:00,east,east,8.93,2384,completed,53.09
T000666,V024,2026-09-11T09:18:00+00:00,2026-09-11T09:43:01+00:00,west,east,3.23,1501,completed,4.01
T000667,V019,2026-09-04T10:26:00+00:00,2026-09-04T10:53:28+00:00,west,central,0.65,1648,cancelled,61.76
T000668,V001,2026-09-12T04:32:00+00:00,2026-09-12T04:56:27+00:00,west,east,10.95,1467,completed,37.44
T000669,V036,2026-09-05T14:59:00+00:00,2026-09-05T15:31:06+00:00,west,west,4.87,1926,in_progress,48.96
T000670,V015,2026-09-10T04:50:00+00:00,2026-09-10T05:19:49+00:00,east,north,7.89,1789,completed,35.51
T000671,V018,2026-09-15T06:53:00+00:00,2026-09-15T07:52:07+00:00,east,central,14.65,3547,cancelled,15.47
T000672,V009,2026-09-02T21:23:00+00:00,2026-09-02T21:39:27+00:00,east,north,11.65,987,in_progress,31.62
T000673,V021,2026-09-12T12:41:00+00:00,2026-09-12T12:57:49+00:00,north,south,1.37,1009,in_progress,5.35
T000674,V018,2026-09-03T15:51:00+00:00,2026-09-03T16:14:15+00:00,south,west,13.22,1395,completed,9.5
T000675,V014,2026-09-01T16:02:00+00:00,2026-09-01T16:39:41+00:00,east,west,5.95,2261,cancelled,64.88
T000676,V003,2026-09-11T21:14:00+00:00,2026-09-11T22:05:34+00:00,east,north,15.26,3094,completed,7.42
T000677,V035,2026-09-10T06:18:00+00:00,2026-09-10T06:26:52+00:00,west,south,3.86,532,cancelled,53.85
T000678,V016,2026-09-01T14:53:00+00:00,2026-09-01T15:05:19+00:00,west,west,4.83,739,completed,16.15
T000679,V014,2026-09-03T11:18:00+00:00,2026-09-03T11:57:34+00:00,west,west,12.43,2374,cancelled,61.11
T000680,V003,2026-09-04T22:37:00+00:00,2026-09-04T23:23:57+00:00,central,central,2.64,2817,cancelled,42.95
T000681,V004,2026-09-05T20:31:00+00:00,2026-09-05T20:59:36+00:00,south,north,4.63,1716,cancelled,23.8
T000682,V018,2026-09-05T03:24:00+00:00,2026-09-05T04:22:13+00:00,central,north,7.43,3493,completed,4.54
T000683,V031,2026-09-02T06:56:00+00:00,2026-09-02T07:39:40+00:00,central,south,7.0,2620,completed,19.17
T000684,V040,2026-09-12T17:01:00+00:00,2026-09-12T17:11:14+00:00,east,north,1.55,614,in_progress,13.39
T000685,V007,2026-09-13T12:55:00+00:00,2026-09-13T13:53:01+00:00,south,west,4.57,3481,in_progress,52.1
T000686,V029,2026-09-09T05:40:00+00:00,2026-09-09T06:38:59+00:00,south,north,12.56,3539,cancelled,48.19
T000687,V032,2026-09-07T00:54:00+00:00,2026-09-07T01:00:41+00:00,west,central,5.66,401,in_progress,33.9
T000688,V035,2026-09-14T05:29:00+00:00,2026-09-14T05:45:44+00:00,east,east,13.32,1004,cancelled,56.93
T000689,V011,2026-09-14T22:57:00+00:00,2026-09-14T23:38:51+00:00,north,central,3.21,2511,cancelled,53.98
T000690,V030,2026-09-13T15:47:00+00:00,2026-09-13T16:16:03+00:00,north,central,7.13,1743,completed,57.86
T000691,V040,2026-09-09T14:50:00+00:00,2026-09-09T15:46:58+00:00,south,east,13.12,3418,in_progress,63.0
T000692,V034,2026-09-10T03:37:00+00:00,2026-09-10T03:53:57+00:00,west,central,3.2,1017,cancelled,23.68
T000693,V007,2026-09-08T15:52:00+00:00,2026-09-08T16:03:32+00:00,central,north,1.27,692,completed,14.9
